drop_multiplier,perc_drop_threshold,waiting_days,perc_monthly_invest,mean_roi,perc_conservative_better,runtime
7,0.04,4,0.9,130.43733965645433,0.8235294117647058,103.11076974868773
7,0.035,6,0.9,130.4349338770914,0.8235294117647058,81.16277074813844
8,0.035,8,0.9,130.43476068618259,0.8235294117647058,64.88022255897522
8,0.04,5,0.9,130.43369390793248,0.8235294117647058,86.27514219284058
8,0.03,8,0.9,130.43276168735505,0.8235294117647058,71.81049156188966
8,0.045,5,0.9,130.43202473894138,0.8039215686274509,79.33922910690308
6,0.035,5,0.9,130.43038354234486,0.7843137254901961,93.50940012931824
6,0.04,3,0.9,130.4298986178277,0.8431372549019608,131.88521504402158
8,0.045,4,0.9,130.42983062767166,0.8039215686274509,94.96981596946716
7,0.03,7,0.9,130.4295310071903,0.8235294117647058,79.14420151710509
6,0.03,5,0.9,130.42853480181984,0.8235294117647058,102.3853886127472
7,0.03,6,0.9,130.42800786298886,0.8235294117647058,89.04874014854431
5,0.03,4,0.9,130.42537643270694,0.8431372549019608,121.9272289276123
7,0.035,7,0.9,130.42483002479372,0.8039215686274509,72.04907536506653
6,0.04,4,0.9,130.4235631781037,0.8235294117647058,103.087464094162
7,0.04,5,0.9,130.4222659608977,0.8039215686274509,86.52360773086548
8,0.05,3,0.9,130.4210978146267,0.8039215686274509,112.82767176628113
8,0.04,8,0.9,130.42108097564287,0.7647058823529411,60.35307765007019
7,0.045,5,0.9,130.41965434063707,0.8039215686274509,79.53761005401611
8,0.045,3,0.9,130.41909775073094,0.8431372549019608,120.96904349327087
5,0.035,4,0.9,130.4186766203294,0.7843137254901961,112.17121028900145
7,0.045,4,0.9,130.41859650342292,0.8039215686274509,95.22003793716429
7,0.03,8,0.9,130.41738276693226,0.8235294117647058,71.51166248321533
8,0.05,4,0.9,130.41705608421975,0.8235294117647058,88.21473526954651
8,0.04,6,0.9,130.41665773498042,0.8039215686274509,74.80121636390686
6,0.035,6,0.9,130.41643043266492,0.7843137254901961,80.84138059616089
5,0.04,3,0.9,130.41600383912234,0.8431372549019608,132.80011439323422
8,0.05,5,0.9,130.41586465661626,0.7843137254901961,73.3641631603241
7,0.035,8,0.9,130.41560314964102,0.8039215686274509,65.01713562011719
6,0.03,7,0.9,130.4145428208887,0.8039215686274509,79.04004216194153
8,0.04,7,0.9,130.41274796329424,0.8431372549019608,66.51150560379028
6,0.03,6,0.9,130.41111944398958,0.8235294117647058,88.71871709823608
8,0.045,8,0.9,130.41086623294038,0.8039215686274509,55.15316295623779
7,0.045,3,0.9,130.41036444699074,0.8431372549019608,121.39777827262878
7,0.05,3,0.9,130.40965816903014,0.8235294117647058,113.71161150932312
5,0.03,5,0.9,130.40878135547936,0.8039215686274509,101.938467502594
5,0.035,5,0.9,130.40867043413044,0.7843137254901961,94.33220672607422
6,0.04,5,0.9,130.40683459066375,0.7647058823529411,86.43579745292664
6,0.035,7,0.9,130.40578243400824,0.8039215686274509,71.97725534439088
5,0.04,4,0.9,130.40471672855648,0.7647058823529411,103.67099523544313
7,0.05,4,0.9,130.40325265045198,0.7843137254901961,88.41847705841064
6,0.045,4,0.9,130.40296918359041,0.8039215686274509,95.13479852676392
6,0.045,5,0.9,130.402081773317,0.7843137254901961,79.53550171852113
7,0.04,6,0.9,130.4020663116425,0.8039215686274509,75.09834980964659
7,0.05,5,0.9,130.40135006582943,0.7843137254901961,73.57562732696533
7,0.04,8,0.9,130.4011848921599,0.7647058823529411,60.477017402648926
6,0.045,3,0.9,130.39908350551465,0.8431372549019608,121.28075075149536
8,0.05,7,0.9,130.39889236063124,0.7647058823529411,56.99353981018066
6,0.03,8,0.9,130.39707816521135,0.8039215686274509,71.39346361160278
7,0.04,7,0.9,130.39671767057294,0.7843137254901961,66.82509016990662
8,0.045,7,0.9,130.39653670926302,0.8039215686274509,61.19433069229126
6,0.05,3,0.9,130.3954308094438,0.8235294117647058,113.20481991767885
5,0.03,7,0.9,130.39379541016632,0.7843137254901961,79.12669849395752
5,0.035,6,0.9,130.3912832270237,0.7843137254901961,81.41091871261597
7,0.045,8,0.9,130.3911804422561,0.7843137254901961,55.606597661972046
9,0.03,3,0.8,130.39094908317344,0.8431372549019608,156.0494201183319
6,0.035,8,0.9,130.39077625774678,0.7843137254901961,64.96616125106812
5,0.03,6,0.9,130.3886143018567,0.8235294117647058,89.10015439987183
8,0.045,6,0.9,130.3884281754785,0.8431372549019608,68.45939922332764
5,0.04,5,0.9,130.38566646865266,0.7843137254901961,87.14213323593141
6,0.05,4,0.9,130.3847560664226,0.7843137254901961,88.57835006713867
5,0.045,3,0.9,130.38380704594914,0.8431372549019608,122.02463698387146
8,0.035,3,0.8,130.3832828671665,0.8431372549019608,144.00736427307132
6,0.04,6,0.9,130.38314730177223,0.7647058823529411,75.18805170059206
8,0.05,6,0.9,130.3829014501976,0.8235294117647058,63.70335006713867
6,0.05,5,0.9,130.38182938039282,0.7647058823529411,73.56664752960205
5,0.045,4,0.9,130.38175839956094,0.7843137254901961,95.67532205581664
5,0.035,7,0.9,130.38072584355442,0.7647058823529411,72.18343472480773
7,0.045,7,0.9,130.3784052662606,0.8039215686274509,61.39497709274292
7,0.05,7,0.9,130.3782034724461,0.7450980392156863,57.41992592811585
5,0.045,5,0.9,130.37795615643913,0.7843137254901961,79.86251139640808
5,0.05,3,0.9,130.37685705400736,0.8039215686274509,113.5534417629242
6,0.04,7,0.9,130.3766043702057,0.7647058823529411,66.83544611930847
8,0.03,3,0.8,130.37584843086583,0.8431372549019608,157.47255587577817
6,0.04,8,0.9,130.37529445979106,0.7647058823529411,60.58249831199646
5,0.03,8,0.9,130.37211080816124,0.7843137254901961,71.62810659408571
7,0.045,6,0.9,130.37081879225906,0.8431372549019608,68.67376685142517
8,0.05,8,0.9,130.37026187371058,0.8235294117647058,51.41473650932312
9,0.03,4,0.8,130.36593051697128,0.8627450980392157,122.47611904144287
6,0.045,8,0.9,130.3650459651975,0.7843137254901961,55.46813917160034
7,0.035,3,0.8,130.36453315774727,0.8431372549019608,143.1508643627167
7,0.05,6,0.9,130.36214619040754,0.7843137254901961,64.0326189994812
5,0.05,4,0.9,130.36058512387365,0.7843137254901961,88.90678715705872
5,0.035,8,0.9,130.36029239860312,0.7647058823529411,65.23360824584961
7,0.03,3,0.8,130.35841255922261,0.8627450980392157,156.45486569404605
5,0.04,6,0.9,130.35777510020537,0.7843137254901961,75.24791550636293
5,0.05,5,0.9,130.35574267335448,0.7254901960784313,73.83965539932252
6,0.045,7,0.9,130.3555953986338,0.8039215686274509,61.3466854095459
6,0.05,7,0.9,130.35261348207348,0.7254901960784313,57.127768278121955
5,0.04,7,0.9,130.35044963955173,0.7647058823529411,67.14624333381653
8,0.03,4,0.8,130.34977524175838,0.8431372549019608,123.52977275848387
6,0.045,6,0.9,130.34855394921215,0.8039215686274509,68.68242120742798
8,0.035,4,0.8,130.34676648874458,0.8235294117647058,112.75457286834715
5,0.04,8,0.9,130.34337387458885,0.7647058823529411,60.74265170097351
7,0.05,8,0.9,130.3431399250576,0.8235294117647058,51.902708530426025
6,0.035,3,0.8,130.34120299822482,0.8431372549019608,142.4371440410614
6,0.03,3,0.8,130.33686970234726,0.8627450980392157,157.33143854141238
6,0.05,6,0.9,130.33622593024364,0.8039215686274509,63.9860212802887
8,0.035,5,0.8,130.33618890044957,0.7843137254901961,93.79017877578735
5,0.045,8,0.9,130.33111059197358,0.7843137254901961,55.623926877975464
7,0.03,4,0.8,130.3302324918591,0.8431372549019608,122.80514097213744
8,0.03,5,0.8,130.32835409346328,0.8235294117647058,103.28321313858031
5,0.045,7,0.9,130.32610806116523,0.7843137254901961,61.712836265563965
7,0.035,4,0.8,130.32417563223572,0.8235294117647058,112.0663902759552
5,0.05,7,0.9,130.31958472632806,0.7450980392156863,57.422436475753784
5,0.045,6,0.9,130.31939399022082,0.8039215686274509,69.1002335548401
8,0.035,6,0.8,130.3167338893255,0.8235294117647058,81.20301580429076
8,0.04,3,0.8,130.315370037591,0.8431372549019608,131.56886100769043
8,0.04,4,0.8,130.31315964927836,0.8235294117647058,102.74399614334106
7,0.035,5,0.8,130.31247046204894,0.7843137254901961,93.82277584075928
5,0.035,3,0.8,130.31131210491978,0.8235294117647058,143.20733666419986
6,0.05,8,0.9,130.30929157069104,0.8039215686274509,51.63865065574646
5,0.03,3,0.8,130.30927129697642,0.8235294117647058,156.69447398185733
7,0.03,5,0.8,130.30637213898308,0.8235294117647058,102.56518220901488
6,0.03,4,0.8,130.3040429785213,0.8431372549019608,122.44937229156494
5,0.05,6,0.9,130.30336544353278,0.8039215686274509,64.15613412857057
8,0.03,6,0.8,130.30129807732843,0.8235294117647058,89.47002601623535
8,0.03,7,0.8,130.30126379526192,0.8235294117647058,79.55450224876405
7,0.04,3,0.8,130.2999521556653,0.8431372549019608,132.10115146636966
8,0.035,7,0.8,130.29837387877473,0.8235294117647058,71.83772277832031
9,0.03,3,0.7,130.29638571008869,0.8431372549019608,156.22420239448547
6,0.035,4,0.8,130.29461320934004,0.8235294117647058,111.54862904548644
7,0.04,4,0.8,130.29418686744137,0.8235294117647058,103.30802750587463
7,0.035,6,0.8,130.28931305304522,0.8235294117647058,81.11244702339171
8,0.035,8,0.8,130.2889697373138,0.8235294117647058,64.90462183952333
8,0.04,5,0.8,130.28688540626345,0.8235294117647058,86.18845105171205
8,0.035,3,0.7,130.28502644444657,0.8431372549019608,143.9243292808533
8,0.03,8,0.8,130.28483085770037,0.8235294117647058,71.86912870407104
8,0.045,5,0.8,130.28357740621058,0.8039215686274509,79.3024196624756
6,0.035,5,0.8,130.28022025960078,0.7843137254901961,93.62734651565552
6,0.04,3,0.8,130.27930178705574,0.8431372549019608,131.9897677898407
8,0.045,4,0.8,130.2791869009547,0.8039215686274509,94.82510304450987
7,0.03,7,0.8,130.2783549960785,0.8235294117647058,79.05393695831299
6,0.03,5,0.8,130.27635000512012,0.8235294117647058,102.4999668598175
7,0.03,6,0.8,130.27530780605522,0.8235294117647058,88.95405507087708
8,0.03,3,0.7,130.2737357822241,0.8431372549019608,157.5349082946777
5,0.03,4,0.8,130.27005417691393,0.8431372549019608,121.83416247367859
5,0.05,8,0.9,130.26978463535107,0.7647058823529411,51.8579216003418
7,0.035,7,0.8,130.2690856472399,0.8039215686274509,72.0653097629547
6,0.04,4,0.8,130.26663854854613,0.8235294117647058,103.16684889793396
7,0.04,5,0.8,130.2640367689245,0.8039215686274509,86.55787682533264
8,0.05,3,0.8,130.26181247604617,0.8039215686274509,112.78045868873596
8,0.04,8,0.8,130.26165091770486,0.7647058823529411,60.251948595047
9,0.03,4,0.7,130.25884892886728,0.8627450980392157,122.45997858047484
7,0.045,5,0.8,130.25884758162644,0.8039215686274509,79.594153881073
8,0.045,3,0.8,130.25771820980327,0.8431372549019608,121.0642511844635
7,0.035,3,0.7,130.25691270797887,0.8431372549019608,142.96247506141663
5,0.035,4,0.8,130.25680492016923,0.7843137254901961,112.24253678321838
7,0.045,4,0.8,130.25673184478194,0.8039215686274509,95.24032258987428
7,0.03,8,0.8,130.2540605085198,0.8235294117647058,71.522869348526
8,0.05,4,0.8,130.2536904894036,0.8235294117647058,88.2350926399231
8,0.04,6,0.8,130.2527778833064,0.8039215686274509,74.8005087375641
6,0.035,6,0.8,130.2522980905002,0.7843137254901961,80.95740127563477
5,0.04,3,0.8,130.2515205297693,0.8431372549019608,132.813716173172
8,0.05,5,0.8,130.25131314433625,0.7843137254901961,73.31924891471863
7,0.035,8,0.8,130.25063966287857,0.8039215686274509,65.03748035430908
6,0.03,7,0.8,130.24836908385478,0.8039215686274509,78.81831097602843
7,0.03,3,0.7,130.2475830438836,0.8627450980392157,156.5072598457336
8,0.04,7,0.8,130.24496590320823,0.8431372549019608,66.42226147651671
6,0.03,6,0.8,130.2415175540119,0.8235294117647058,88.8163743019104
8,0.045,8,0.8,130.241210357036,0.8039215686274509,55.2979691028595
7,0.045,3,0.8,130.24027124210014,0.8431372549019608,121.46950078010559
7,0.05,3,0.8,130.23895363615787,0.8235294117647058,113.58869433403015
5,0.03,5,0.8,130.23682420852666,0.8039215686274509,101.96655797958374
5,0.035,5,0.8,130.2367837612828,0.7843137254901961,93.92058205604552
8,0.03,4,0.7,130.23461586393864,0.8431372549019608,123.75037145614624
6,0.04,5,0.8,130.23317651831215,0.7647058823529411,86.60344982147217
6,0.035,7,0.8,130.23097806987326,0.8039215686274509,71.83354091644287
8,0.035,4,0.7,130.23031329672,0.8235294117647058,112.55915665626526
5,0.04,4,0.8,130.22894349809658,0.7647058823529411,103.78952693939208
7,0.05,4,0.8,130.22609439409584,0.7843137254901961,88.38910031318666
6,0.045,4,0.8,130.2254869136754,0.8039215686274509,95.28777837753296
6,0.045,5,0.8,130.22370718938248,0.7843137254901961,79.60503721237183
7,0.04,6,0.8,130.22359402903146,0.8039215686274509,75.00751519203186
7,0.05,5,0.8,130.22230121971913,0.7843137254901961,73.55712270736693
6,0.035,3,0.7,130.22192867051407,0.8431372549019608,142.4973509311676
7,0.04,8,0.8,130.22184665265854,0.7647058823529411,60.450228691101074
6,0.045,3,0.8,130.2177295368588,0.8431372549019608,121.46833038330078
8,0.05,7,0.8,130.21729653835584,0.7647058823529411,56.9365828037262
6,0.03,3,0.7,130.2152685000783,0.8627450980392157,157.47323584556582
8,0.035,5,0.7,130.2144393638485,0.7843137254901961,93.85456800460815
6,0.03,8,0.8,130.21342711877432,0.8039215686274509,71.32221293449402
7,0.04,7,0.8,130.21290173109463,0.7843137254901961,66.82584476470947
8,0.045,7,0.8,130.21251480262057,0.8039215686274509,61.20320916175842
6,0.05,3,0.8,130.21052210979673,0.8235294117647058,113.17698740959169
5,0.03,7,0.8,130.20685323035858,0.7843137254901961,79.25624203681944
7,0.03,4,0.7,130.20529977583337,0.8431372549019608,122.78785562515259
8,0.03,5,0.7,130.20244951723558,0.8235294117647058,103.2326934337616
9,0.03,3,0.6,130.20212695175368,0.8431372549019608,155.9826285839081
5,0.035,6,0.8,130.20198136616725,0.7843137254901961,81.45507240295409
7,0.045,8,0.8,130.20183447112223,0.7843137254901961,55.670729160308845
6,0.035,8,0.8,130.20095641677608,0.7843137254901961,64.90063548088075
5,0.03,6,0.8,130.19648032405084,0.8235294117647058,89.09656262397766
7,0.035,4,0.7,130.19643150598372,0.8235294117647058,112.11881780624391
8,0.045,6,0.8,130.19628149074668,0.8431372549019608,68.43290066719054
5,0.04,5,0.8,130.19083317316426,0.7843137254901961,87.01285815238953
6,0.05,4,0.8,130.18911056340363,0.7843137254901961,88.30813670158386
5,0.045,3,0.8,130.18719617699657,0.8431372549019608,122.18553924560548
8,0.035,3,0.6,130.18717108046792,0.8431372549019608,143.8010861873627
6,0.04,6,0.8,130.18574802972415,0.7647058823529411,75.15307450294496
8,0.05,6,0.8,130.18528338768795,0.8235294117647058,63.749245882034295
8,0.035,6,0.7,130.18524888605742,0.8235294117647058,81.23429393768309
6,0.05,5,0.8,130.1832777549122,0.7647058823529411,73.39858722686769
8,0.04,3,0.7,130.1832598807951,0.8431372549019608,131.81833362579346
5,0.045,4,0.8,130.18306938969522,0.7843137254901961,95.88103413581848
5,0.035,7,0.8,130.18083800057778,0.7647058823529411,72.44588589668273
8,0.04,4,0.7,130.17996804496875,0.8235294117647058,102.93587875366212
7,0.035,5,0.7,130.17886765127724,0.7843137254901961,93.78636527061462
5,0.035,3,0.7,130.1771020018945,0.8235294117647058,143.08218121528625
7,0.045,7,0.8,130.17624820279457,0.8039215686274509,61.40531802177429
7,0.05,7,0.8,130.17591606696732,0.7450980392156863,57.44932198524475
5,0.045,5,0.8,130.17545116622486,0.7843137254901961,79.98789238929749
5,0.03,3,0.7,130.1738670468075,0.8235294117647058,156.5813031196594
5,0.05,3,0.8,130.17340105033793,0.8039215686274509,113.69905781745909
6,0.04,7,0.8,130.17266409548537,0.7647058823529411,66.7932825088501
8,0.03,3,0.6,130.1719287059475,0.8431372549019608,157.4495997428894
6,0.04,8,0.8,130.17004099968472,0.7647058823529411,60.35100746154785
7,0.03,5,0.7,130.1694699450114,0.8235294117647058,102.70972180366516
6,0.03,4,0.7,130.16600864958158,0.8431372549019608,122.53628516197205
5,0.03,8,0.8,130.16345243113568,0.7843137254901961,71.56638216972352
8,0.03,6,0.7,130.16187183294426,0.8235294117647058,89.56982445716858
8,0.03,7,0.7,130.16181783299737,0.8235294117647058,79.57558846473694
7,0.045,6,0.8,130.16105953173548,0.8431372549019608,68.71281504631042
7,0.04,3,0.7,130.16015005067035,0.8431372549019608,132.36077046394348
8,0.05,8,0.8,130.1599516097336,0.8235294117647058,51.555161952972405
8,0.035,7,0.7,130.15768603677265,0.8235294117647058,71.91149044036865
6,0.035,4,0.7,130.15208744538072,0.8235294117647058,111.73313593864441
9,0.03,4,0.6,130.15206616942504,0.8627450980392157,122.330730676651
7,0.04,4,0.7,130.15152297132522,0.8235294117647058,103.31291031837463
7,0.035,3,0.6,130.14970111555016,0.8431372549019608,143.15578198432922
6,0.045,8,0.8,130.1495490601905,0.7843137254901961,55.48017907142639
7,0.035,6,0.7,130.14411786394155,0.8235294117647058,81.3046851158142
7,0.05,6,0.8,130.14376245823289,0.7843137254901961,63.89907145500183
8,0.035,8,0.7,130.14360757141355,0.8235294117647058,64.8198938369751
5,0.05,4,0.8,130.14077720643698,0.7843137254901961,88.88651084899902
